age_rating_s,age rating s,健全
fox_girl,fox girl,キツネの女の子
pixiv_sample,pixiv sample,ピクシブサンプル
horse,horse,うま
platform_footwear,platform footwear,プラットフォームシューズ
presenting,presenting,提示
hand_on_own_head,hand on own head,自分の頭の上に手
blue_bra,blue bra,ブルーブラジャー
sniper_rifle,sniper rifle,スナイパーライフル
idol,idol,アイドル
asahina_mikuru,asahina mikuru,朝比奈みくる
grapes,grapes,葡萄
sendai_(kantai_collection),sendai (kantai collection),仙台（艦隊コレクション）
senketsu,senketsu,senketsu
soccer_uniform,soccer uniform,サッカーユニフォーム
punching,punching,パンチング
clothes_lift,clothes lift,服リフト
yellow_shirt,yellow shirt,黄色のシャツ
self_fondle,self fondle,自己愛撫
overflow,overflow,オーバーフロー
stud_earrings,stud earrings,スタッドのイヤリング
foreskin,foreskin,包皮
branch,branch,ブランチ
earphones,earphones,イヤホン
ooyodo_(kantai_collection),ooyodo (kantai collection),ooyodo（艦隊コレクション）
bread,bread,パン
bestiality,bestiality,獣姦
stitches,stitches,ステッチ
os-tan,os-tan,OSたん
kaban_(kemono_friends),kaban (kemono friends),カバン（獣の友人）
no_pupils,no pupils,何の生徒ません
rimless_eyewear,rimless eyewear,リムレスメガネ
precum,precum,precum
akashi_(kantai_collection),akashi (kantai collection),明石（艦隊コレクション）
senki_zesshou_symphogear,senki zesshou symphogear,戦記zesshou戦姫絶唱シンフォギア
uwabaki,uwabaki,上履き
bathroom,bathroom,バスルーム
hood_up,hood up,フードアップ
fang_out,fang out,牙アウト
hand_behind_head,hand behind head,頭の後ろに手
fake_tail,fake tail,偽テール
lace-trimmed_bra,lace-trimmed bra,レーストリミングブラジャー
highleg_swimsuit,highleg swimsuit,ハイレグ水着
green_jacket,green jacket,グリーンジャケット
faulds,faulds,faulds
bride,bride,花嫁
archer,archer,射手
xd,xd,XD
suite_precure,suite precure,スイートプリキュア
purple,purple,紫の
double_penetration,double penetration,ダブル浸透
dressing,dressing,ドレッシング
animalization,animalization,動物化
sailor,sailor,船乗り
very_short_hair,very short hair,非常に短い髪
hip_vent,hip vent,ヒップベント
kikuchi_makoto,kikuchi makoto,菊池誠
dead_or_alive,dead or alive,生死
motorcycle,motorcycle,オートバイ
kirishima_(kantai_collection),kirishima (kantai collection),霧島（艦隊コレクション）
sepia,sepia,セピア
lap_pillow,lap pillow,ラップ枕
animal_on_head,animal on head,頭の上に動物
kiso_(kantai_collection),kiso (kantai collection),木曽（艦隊コレクション）
dio_brando,dio brando,ディオ・ブランドー
official_style,official style,公式スタイル
pinafore_dress,pinafore dress,エプロンドレス
cross_necklace,cross necklace,クロスネックレス
breast_pocket,breast pocket,胸ポケット
spoken_exclamation_mark,spoken exclamation mark,口語感嘆符
green_legwear,green legwear,緑のレッグウェア
paper_fan,paper fan,うちわ
2017,2017,2017
kinomoto_sakura,kinomoto sakura,木之本桜
ryouou_school_uniform,ryouou school uniform,陵桜の学校の制服
fujimaru_ritsuka_(male),fujimaru ritsuka (male),藤丸ritsuka（男性）
tiptoes,tiptoes,つま先
breast_suppress,breast suppress,胸の抑制
kiryuuin_satsuki,kiryuuin satsuki,kiryuuinさつき
ro-500_(kantai_collection),ro-500 (kantai collection),RO-500（艦隊コレクション）
purple_skin,purple skin,紫色の皮
dungeon_ni_deai_wo_motomeru_no_wa_machigatteiru_darou_ka,dungeon ni deai wo motomeru no wa machigatteiru darou ka,ダンジョンNI出会いmotomeru無いわmachigatteiru darou KA WO
looking_afar,looking afar,遠く見ています
beige_background,beige background,ベージュの背景
gundam_build_fighters,gundam build fighters,ガンダムビルドファイターズ
kagerou_project,kagerou project,蜉蝣プロジェクト
long_coat,long coat,ロングコート
pink_rose,pink rose,ピンクのバラ
black_sailor_collar,black sailor collar,黒セーラー襟
voiceroid,voiceroid,voiceroid
chun-li,chun-li,春麗
leaf_hair_ornament,leaf hair ornament,葉の髪飾り
facing_away,facing away,反対
polka_dot_panties,polka dot panties,ポルカドットパンティ
huge_ass,huge ass,巨大なお尻
rainbow,rainbow,虹
pointy_hair,pointy hair,先のとがった髪
caesar_anthonio_zeppeli,caesar anthonio zeppeli,シーザーanthonio・ツェペリ
egg,egg,卵
souryuu_(kantai_collection),souryuu (kantai collection),souryuu（艦隊コレクション）
1other,1other,1other
osomatsu-kun,osomatsu-kun,おそ松くん
bikini_pull,bikini pull,ビキニプル
3koma,3koma,3koma
camouflage,camouflage,迷彩
hand_on_head,hand on head,頭の上に手
disgaea,disgaea,魔界戦記ディスガイア
bra_pull,bra pull,ブラジャープル
sukuna_shinmyoumaru,sukuna shinmyoumaru,sukuna shinmyoumaru
cat_girl,cat girl,猫娘
company_connection,company connection,会社の接続
ship,ship,輸送する
eyewear_removed,eyewear removed,メガネ削除
lillie_(pokemon),lillie (pokemon),リリー（ポケモン）
sliding_doors,sliding doors,引き戸
skullgirls,skullgirls,スカルガールズ
pov_hands,pov hands,POVの手
infinite_stratos,infinite stratos,インフィニット・ストラトス
sleeveless_turtleneck,sleeveless turtleneck,ノースリーブタートルネック
jester_cap,jester cap,道化師のキャップ
leather,leather,レザー
huge_ahoge,huge ahoge,巨大なアホ毛
kafuu_chino,kafuu chino,カフーチノ
fate/kaleid_liner_prisma_illya,fate/kaleid liner prisma illya,Fate / kaleid linerプリズマ☆イリヤ
pillow_hat,pillow hat,枕の帽子
large_penis,large penis,大きなペニス
okita_souji_(fate)_(all),okita souji (fate) (all),沖田総司（運命）（すべて）
scissors,scissors,はさみ
low_wings,low wings,低翼
super_smash_bros.,super smash bros.,スーパーブラザーズスマッシュ。
footjob,footjob,足コキ
grabbing_from_behind,grabbing from behind,後ろからつかん
brown_dress,brown dress,茶色のドレス
starry_background,starry background,星空の背景
hammer,hammer,ハンマー
shirt_pull,shirt pull,シャツのプル
oversized_object,oversized object,特大オブジェクト
chalkboard,chalkboard,黒板
green_bikini,green bikini,緑のビキニ
waistcoat,waistcoat,ウエストコート
sazanami_(kantai_collection),sazanami (kantai collection),さざなみ（艦隊コレクション）
no_eyes,no eyes,まったく目にしません
hand_on_own_knee,hand on own knee,自分の膝の上の手
super_robot_wars,super robot wars,スーパーロボット大戦
plaid_shirt,plaid shirt,チェック柄のシャツ
open_kimono,open kimono,オープン着物
vaginal_object_insertion,vaginal object insertion,膣オブジェクトの挿入
forehead_protector,forehead protector,額プロテクター
final_fantasy_xiv,final fantasy xiv,ファイナルファンタジーXIV
mizuki_hitoshi,mizuki hitoshi,みずきひとし
loincloth,loincloth,褌
head_scarf,head scarf,ヘッドスカーフ
suggestive_fluid,suggestive fluid,示唆に富む流体
forehead_jewel,forehead jewel,額の宝石
!!,!!,!!
takatsuki_yayoi,takatsuki yayoi,高槻やよい
impossible_shirt,impossible shirt,不可能シャツ
hat_feather,hat feather,帽子の羽
sleeve_cuffs,sleeve cuffs,袖カフス
red_cape,red cape,赤いマント
haori,haori,羽織
power_lines,power lines,電力線
bikini_under_clothes,bikini under clothes,服の下にビキニ
barnaby_brooks_jr,barnaby brooks jr,バーナビーのブルックスJR
wrist_scrunchie,wrist scrunchie,手首のシュシュ
river,river,川
spiked_collar,spiked collar,スパイク襟
wrist_grab,wrist grab,手首のグラブ
yellow_flower,yellow flower,黄色の花
mahou_sensei_negima!,mahou sensei negima!,魔法先生ネギま！
chromatic_aberration,chromatic aberration,色収差
balloon,balloon,バルーン
futa_with_female,futa with female,女性とのフタ（布田）
super_sonico,super sonico,すーぱーそに子
flower_knight_girl,flower knight girl,花の騎士の少女
sheet_grab,sheet grab,シートグラブ
cutoffs,cutoffs,カットオフ
limited_palette,limited palette,限られたパレット
police,police,警察
spaghetti_strap,spaghetti strap,スパゲッティストラップ
one_eye_covered,one eye covered,片目を覆い
holding_poke_ball,holding poke ball,突くボールを保持しています
darjeeling,darjeeling,ダージリン
pervert,pervert,変態
under_covers,under covers,カバーの下に
pointing_at_viewer,pointing at viewer,ビューアを指し
untied_bikini,untied bikini,アンタイドビキニ
habit,habit,習慣
animal_hat,animal hat,動物の帽子
constricted_pupils,constricted pupils,くびれ生徒
christmas_tree,christmas tree,クリスマスツリー
badge,badge,バッジ
body_writing,body writing,ボディの書き込み
ripples,ripples,波紋
gold_trim,gold trim,ゴールドトリム
black_rock_shooter_(character),black rock shooter (character),ブラックロックシューター（キャラクター）
folded,folded,折り畳ま
amagami,amagami,アマガミ
cum_on_ass,cum on ass,お尻に兼
track_suit,track suit,トラックスーツ
reaching,reaching,到達
zero_two_(darling_in_the_franxx),zero two (darling in the franxx),ゼロ2つ（franxxでダーリン）
purple_gloves,purple gloves,紫の手袋
fringe_trim,fringe trim,フリンジトリム
verniy_(kantai_collection),verniy (kantai collection),verniy（艦隊コレクション）
broken,broken,壊れた
phantasy_star_online_2,phantasy star online 2,ファンタシースターオンライン2
bursting_breasts,bursting breasts,胸を破裂
castle,castle,城
;p,;p,; P
gigantic_breasts,gigantic breasts,巨大な胸
aikatsu!,aikatsu!,aikatsu！
steins;gate,steins;gate,シュタインズ・ゲート
commission,commission,手数料
ball_gag,ball gag,ボールギャグ
family,family,家族
shouting,shouting,叫び
red_hairband,red hairband,赤いヘアバンド
panties_removed,panties removed,パンティーを削除します
asuna_(sao),asuna (sao),アスナ（サンパウロ）
nero_claudius_(fate),nero claudius (fate),ネロクラウディウス（運命）
rei_no_himo,rei no himo,レイ何himoません
lily_(flower),lily (flower),ユリの花）
solid_circle_eyes,solid circle eyes,黒丸目
nightgown,nightgown,ナイトガウン
shimamura_uzuki,shimamura uzuki,島村卯月
bathtub,bathtub,バスタブ
seaport_hime,seaport hime,海港姫
kaburagi_t_kotetsu,kaburagi t kotetsu,鏑木トン鋼鉄
>:(,>:(,> :(
dappled_sunlight,dappled sunlight,まだら日光
2014,2014,2014
danganronpa_1,danganronpa 1,ダンガンロンパシリーズ1
merry_christmas,merry christmas,メリークリスマス
eromanga_sensei,eromanga sensei,eromanga先生
holding_fruit,holding fruit,保持果物
ribs,ribs,リブ
gears,gears,ギア
clownpiece,clownpiece,clownpiece
paradis_military_uniform,paradis military uniform,軍服をパラディ
clothed_male_nude_female,clothed male nude female,服を着て男性ヌードの女性
summer,summer,夏
crop_top_overhang,crop top overhang,トップオーバーハングをトリミング
pov_feet,pov feet,POV足
sekibanki,sekibanki,sekibanki
pillow_hug,pillow hug,枕の抱擁
microphone_stand,microphone stand,マイクスタンド
spoken_musical_note,spoken musical note,話音符
itomugi-kun,itomugi-kun,itomugiくん
gourd,gourd,ひょうたん
pregnant,pregnant,妊娠しています
costume_switch,costume switch,衣装スイッチ
hat_flower,hat flower,帽子の花
orange_shirt,orange shirt,オレンジ色のシャツ
yamashiro_(kantai_collection),yamashiro (kantai collection),山城（艦隊コレクション）
oversized_clothes,oversized clothes,特大の服
frilled_legwear,frilled legwear,フリルのついたレッグウェア
lance,lance,ランス
quiver,quiver,矢筒
:/,:/,：/
dimples_of_venus,dimples of venus,金星のディンプル
white_rose,white rose,ホワイトローズ
necktie_between_breasts,necktie between breasts,胸の間にネクタイ
check_commentary,check commentary,チェック解説
cooking,cooking,料理
frilled_bra,frilled bra,フリルのついたブラジャー
protected_link,protected link,保護されたリンク
musashi_(kantai_collection),musashi (kantai collection),武蔵（艦隊コレクション）
fat,fat,太い
hestia_(danmachi),hestia (danmachi),ヘスティア（danmachi）
cushion,cushion,クッション
syringe,syringe,注射器
eyeliner,eyeliner,アイライナー
narukami_yuu,narukami yuu,鳴神優
sanya_v_litvyak,sanya v litvyak,サーニャ・V・リトヴャク
digital_media_player,digital media player,デジタルメディアプレーヤー
yellow_bikini,yellow bikini,黄色のビキニ
boku_wa_tomodachi_ga_sukunai,boku wa tomodachi ga sukunai,僕は友達すくないです
duel_monster,duel monster,決闘モンスター
hair_feathers,hair feathers,髪の羽
kisume,kisume,kisume
layered_skirt,layered skirt,層状のスカート
baseball_bat,baseball bat,野球用バット
used_condom,used condom,使用済みのコンドーム
maria-sama_ga_miteru,maria-sama ga miteru,マリア様のGAのmiteru
astolfo_(fate),astolfo (fate),アストルフォ（運命）
white_sailor_collar,white sailor collar,白セーラー襟
ultimate_madoka,ultimate madoka,究極まどか
nishizumi_maho,nishizumi maho,nishizumi真帆
purple_flower,purple flower,紫の花
large_bow,large bow,大弓
bikini_bottom,bikini bottom,ビキニボトム
jiangshi,jiangshi,キョンシー
one-eyed,one-eyed,一つ目の
spring_onion,spring onion,葱
you_gonna_get_raped,you gonna get raped,あなたはレイプを受けるつもり
skeleton,skeleton,スケルトン
convenient_leg,convenient leg,便利な足
